tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;score
Dennis/Arya;Wirawan/Moel;Sakit;Cedera;Pemulihan;Sehat;'0-2
Wirawan/Wawo;Eka/David;Pemulihan;Sehat;Sehat;Sakit;'0-2
Angga/David;Dennis/Moel;Pemulihan;Pemulihan;Sehat;Sehat;'1-2
Wirawan/Angga;Arya/David;Sehat;Cedera;Sakit;Pemulihan;'2-0
Moel/Dennis;Eka/Angga;Cedera;Pemulihan;Cedera;Cedera;'1-2
Wawo/Moel;Wirawan/Angga;Sehat;Cedera;Sakit;Sakit;'0-2
David/Angga;Wawo/Wirawan;Cedera;Sehat;Sehat;Sehat;'0-2
Angga/Dennis;Eka/David;Sehat;Sehat;Sakit;Cedera;'2-0
Eka/Arya;Angga/Dennis;Sehat;Pemulihan;Sehat;Sakit;'2-1
Angga/Wawo;Wirawan/Arya;Cedera;Pemulihan;Sehat;Cedera;'2-1
Angga/Arya;Dennis/Wawo;Pemulihan;Sehat;Pemulihan;Cedera;'2-1
Moel/Arya;Angga/Dennis;Cedera;Sakit;Sakit;Sakit;'2-0
Dennis/Moel;Wirawan/Eka;Sakit;Pemulihan;Cedera;Cedera;'0-2
David/Dennis;Arya/Wirawan;Pemulihan;Sakit;Sakit;Sakit;'0-2
Dennis/Eka;Arya/Moel;Pemulihan;Sakit;Sakit;Pemulihan;'0-2
Eka/Dennis;Angga/David;Cedera;Cedera;Pemulihan;Sehat;'1-2
Eka/Dennis;David/Arya;Pemulihan;Cedera;Pemulihan;Sakit;'2-1
Moel/Arya;David/Wawo;Pemulihan;Pemulihan;Pemulihan;Sehat;'2-1
Moel/David;Arya/Angga;Sakit;Sehat;Cedera;Sehat;'1-2
Angga/Wawo;Moel/Arya;Sakit;Sehat;Sakit;Pemulihan;'2-0
Eka/Wawo;Wirawan/Moel;Sakit;Sakit;Pemulihan;Sehat;'2-1
Eka/Wirawan;Dennis/Moel;Cedera;Sakit;Sehat;Cedera;'0-2
Dennis/Eka;Moel/Arya;Sehat;Sehat;Sehat;Sehat;'0-2
Arya/Angga;Wawo/Moel;Cedera;Pemulihan;Cedera;Cedera;'1-2
Arya/Dennis;Angga/David;Sakit;Pemulihan;Pemulihan;Sehat;'0-2
Arya/Eka;Wirawan/Wawo;Sakit;Pemulihan;Pemulihan;Sehat;'2-1
Dennis/Wirawan;Moel/David;Pemulihan;Sehat;Pemulihan;Sehat;'1-2
Angga/Wawo;Eka/Arya;Sehat;Sakit;Pemulihan;Pemulihan;'1-2
Wawo/David;Wirawan/Eka;Sakit;Cedera;Pemulihan;Cedera;'1-2
Arya/David;Wawo/Dennis;Sehat;Sehat;Pemulihan;Sehat;'2-1
Eka/Wawo;David/Wirawan;Cedera;Pemulihan;Sakit;Sehat;'2-0
Dennis/David;Eka/Angga;Pemulihan;Cedera;Pemulihan;Pemulihan;'1-2
Angga/Dennis;Eka/Wawo;Pemulihan;Sehat;Sakit;Sehat;'1-2
Wawo/Dennis;Eka/Moel;Pemulihan;Sehat;Sakit;Pemulihan;'2-1
Arya/Angga;Wirawan/Wawo;Sehat;Sakit;Sehat;Sakit;'2-1
Wawo/David;Angga/Wirawan;Sakit;Cedera;Sakit;Sehat;'2-0
David/Dennis;Eka/Wirawan;Sakit;Pemulihan;Sehat;Cedera;'2-0
Wirawan/Moel;Eka/Arya;Sakit;Sakit;Sakit;Sakit;'2-0
Dennis/David;Moel/Wawo;Pemulihan;Pemulihan;Cedera;Pemulihan;'2-0
David/Angga;Eka/Arya;Sakit;Sakit;Sehat;Sehat;'1-2
David/Wawo;Dennis/Angga;Cedera;Pemulihan;Pemulihan;Sehat;'0-2
Moel/Dennis;Angga/Arya;Sakit;Pemulihan;Pemulihan;Sakit;'2-1
Angga/Dennis;Wawo/Wirawan;Pemulihan;Sehat;Sehat;Cedera;'1-2
Angga/Eka;Dennis/Wirawan;Sakit;Pemulihan;Sehat;Sakit;'1-2
Eka/Arya;Wirawan/Dennis;Pemulihan;Pemulihan;Sehat;Sehat;'2-1
Arya/Moel;Dennis/Wawo;Sakit;Sehat;Pemulihan;Sehat;'2-0
Eka/Wirawan;Dennis/David;Sakit;Sehat;Cedera;Cedera;'1-2
Eka/Wirawan;Moel/Dennis;Sakit;Sehat;Sakit;Cedera;'2-1
Angga/Wawo;Dennis/Wirawan;Sehat;Pemulihan;Cedera;Sehat;'1-2
Eka/Wawo;Moel/David;Cedera;Sehat;Sakit;Sakit;'1-2
Angga/Wawo;Arya/Dennis;Sehat;Sehat;Cedera;Cedera;'2-0
Wawo/Arya;Dennis/David;Sakit;Sehat;Cedera;Cedera;'1-2
Arya/Wirawan;Moel/David;Sehat;Pemulihan;Cedera;Pemulihan;'2-0
Dennis/Eka;Angga/David;Cedera;Sehat;Pemulihan;Pemulihan;'2-0
Arya/Angga;Wawo/Wirawan;Pemulihan;Cedera;Sehat;Sakit;'2-0
Arya/Wirawan;Angga/Dennis;Sakit;Sakit;Sehat;Pemulihan;'2-1
Arya/Dennis;Eka/Wirawan;Sakit;Sehat;Pemulihan;Sehat;'1-2
Moel/Angga;Dennis/Wawo;Cedera;Sakit;Sehat;Pemulihan;'1-2
Angga/Moel;Dennis/Wawo;Cedera;Cedera;Pemulihan;Pemulihan;'1-2
Arya/David;Eka/Wawo;Pemulihan;Pemulihan;Sehat;Sehat;'2-1
Moel/Angga;Arya/David;Sehat;Cedera;Sakit;Sehat;'2-1
Wirawan/Dennis;Eka/Angga;Pemulihan;Sakit;Sakit;Sehat;'2-0
Arya/Dennis;Wawo/Moel;Pemulihan;Pemulihan;Pemulihan;Sehat;'2-1
David/Moel;Arya/Wawo;Cedera;Pemulihan;Sehat;Sehat;'1-2
Arya/Angga;Dennis/Wawo;Cedera;Cedera;Pemulihan;Pemulihan;'2-1
Dennis/Wirawan;Angga/David;Pemulihan;Cedera;Sakit;Cedera;'0-2
Eka/Wirawan;Arya/David;Sakit;Pemulihan;Sakit;Cedera;'1-2
Wawo/Arya;Dennis/Angga;Sehat;Sehat;Pemulihan;Pemulihan;'1-2
Eka/Wirawan;Dennis/Arya;Pemulihan;Sakit;Sakit;Pemulihan;'2-0
Dennis/Wawo;Eka/Moel;Sakit;Pemulihan;Pemulihan;Cedera;'1-2
Moel/Angga;Eka/Wawo;Cedera;Pemulihan;Sehat;Cedera;'2-1
Eka/Wawo;Angga/Dennis;Pemulihan;Sehat;Pemulihan;Cedera;'0-2
Wirawan/Eka;Wawo/Moel;Sakit;Sehat;Sehat;Sakit;'2-1
Eka/Dennis;Arya/Wawo;Cedera;Sakit;Sakit;Sehat;'2-0
Wawo/Dennis;Angga/Wirawan;Sehat;Sehat;Cedera;Pemulihan;'0-2
Moel/Eka;Dennis/David;Sakit;Sakit;Pemulihan;Sakit;'2-1
Dennis/David;Wawo/Moel;Pemulihan;Sehat;Pemulihan;Sakit;'2-0
Moel/Wawo;David/Wirawan;Sakit;Sehat;Cedera;Sehat;'2-0
Wawo/Arya;David/Moel;Sakit;Cedera;Sehat;Cedera;'1-2
Angga/Moel;Arya/Wirawan;Sehat;Sakit;Pemulihan;Cedera;'0-2
Arya/Wirawan;Wawo/David;Sehat;Sehat;Cedera;Pemulihan;'2-1
Angga/Dennis;David/Eka;Sakit;Pemulihan;Sakit;Cedera;'2-1
Moel/Dennis;Eka/Arya;Sehat;Sehat;Sehat;Sehat;'2-0
Eka/Wawo;David/Moel;Cedera;Sakit;Pemulihan;Sehat;'1-2
David/Eka;Moel/Dennis;Pemulihan;Sakit;Sakit;Cedera;'1-2
Angga/Wawo;Moel/Wirawan;Pemulihan;Sakit;Sehat;Cedera;'1-2
Wirawan/Moel;Angga/Dennis;Sakit;Cedera;Pemulihan;Cedera;'1-2
Eka/Wirawan;Wawo/Arya;Sakit;Sehat;Sakit;Sakit;'0-2
Moel/Arya;Wawo/David;Sakit;Cedera;Pemulihan;Pemulihan;'1-2
Dennis/Moel;Wawo/David;Sakit;Sehat;Sehat;Sehat;'2-0
Dennis/Angga;Wawo/David;Cedera;Sakit;Pemulihan;Sehat;'2-0
Arya/David;Eka/Moel;Sehat;Cedera;Sakit;Sakit;'1-2
Wirawan/Angga;Arya/Wawo;Sakit;Cedera;Cedera;Pemulihan;'1-2
Eka/Dennis;Wirawan/David;Sehat;Sakit;Sakit;Sehat;'2-0
Moel/Wawo;Dennis/Eka;Sakit;Cedera;Sehat;Sehat;'0-2
Moel/Angga;Dennis/Wawo;Sehat;Cedera;Cedera;Pemulihan;'1-2
Moel/Arya;Wawo/David;Sakit;Sehat;Sehat;Cedera;'0-2
Moel/Angga;Dennis/Arya;Cedera;Sakit;Pemulihan;Cedera;'2-1
David/Wirawan;Angga/Wawo;Pemulihan;Pemulihan;Sehat;Sehat;'1-2
Dennis/Arya;Wirawan/Wawo;Sehat;Sehat;Pemulihan;Sakit;'0-2
Eka/Wawo;Angga/Wirawan;Sakit;Cedera;Cedera;Pemulihan;'2-0
Arya/Angga;Wirawan/Dennis;Sakit;Pemulihan;Sakit;Sakit;'1-2
Wawo/Moel;David/Arya;Sehat;Sehat;Cedera;Cedera;'2-1
Moel/Angga;Arya/Wirawan;Sehat;Cedera;Sehat;Sehat;'0-2
Eka/Angga;Wawo/David;Sakit;Sehat;Pemulihan;Pemulihan;'2-1
Wirawan/David;Angga/Dennis;Sakit;Sakit;Pemulihan;Pemulihan;'0-2
Dennis/Arya;David/Eka;Sehat;Sakit;Pemulihan;Sehat;'0-2
David/Eka;Angga/Wawo;Pemulihan;Sehat;Pemulihan;Cedera;'2-1
David/Moel;Dennis/Wawo;Pemulihan;Sehat;Sehat;Sehat;'0-2
Arya/Dennis;Moel/Angga;Sehat;Sakit;Pemulihan;Pemulihan;'2-1
Moel/Dennis;David/Angga;Pemulihan;Sakit;Cedera;Sehat;'0-2
Arya/Wawo;Moel/Eka;Sakit;Sehat;Sakit;Pemulihan;'2-0
Wawo/Eka;Arya/Angga;Pemulihan;Pemulihan;Pemulihan;Cedera;'0-2
Wawo/Angga;Moel/Eka;Sehat;Cedera;Sehat;Sakit;'2-1
Wawo/Moel;Angga/David;Cedera;Cedera;Pemulihan;Sehat;'2-0
Moel/Angga;Eka/Wirawan;Sakit;Sakit;Pemulihan;Cedera;'2-0
Moel/Eka;Angga/Dennis;Pemulihan;Cedera;Sehat;Sakit;'1-2
Wawo/Wirawan;Eka/David;Cedera;Sehat;Sakit;Cedera;'2-0
Moel/Eka;Wawo/Wirawan;Sakit;Pemulihan;Sakit;Sakit;'2-1
Eka/David;Wirawan/Angga;Sehat;Pemulihan;Cedera;Pemulihan;'2-0
Arya/Dennis;David/Eka;Sehat;Pemulihan;Cedera;Sehat;'2-1
Wirawan/Arya;Eka/Wawo;Sehat;Sehat;Pemulihan;Sehat;'2-1
Arya/Moel;Angga/Wirawan;Pemulihan;Pemulihan;Pemulihan;Sakit;'1-2
Arya/Wawo;Wirawan/David;Cedera;Pemulihan;Sehat;Sakit;'2-0
Dennis/Eka;Arya/Moel;Sehat;Sehat;Sakit;Cedera;'2-0
Arya/Wirawan;Eka/Angga;Sakit;Sehat;Pemulihan;Sakit;'1-2
Arya/Moel;Dennis/Angga;Sakit;Sehat;Cedera;Sehat;'2-1
David/Dennis;Eka/Wirawan;Pemulihan;Sehat;Cedera;Pemulihan;'2-1
Arya/David;Wawo/Eka;Sehat;Cedera;Cedera;Cedera;'0-2
Wawo/Angga;Wirawan/Eka;Sehat;Sehat;Sakit;Sehat;'1-2
Arya/David;Wawo/Eka;Pemulihan;Cedera;Cedera;Pemulihan;'1-2
Dennis/Wawo;Eka/Wirawan;Cedera;Sehat;Sehat;Sehat;'1-2
Wirawan/Moel;Arya/Wawo;Sakit;Pemulihan;Sakit;Cedera;'2-0
Arya/Moel;Dennis/David;Cedera;Cedera;Sehat;Cedera;'2-1
Dennis/Wirawan;Eka/Arya;Sakit;Cedera;Pemulihan;Sehat;'2-0
David/Dennis;Moel/Wirawan;Sehat;Cedera;Sehat;Pemulihan;'0-2
Eka/Angga;Arya/Moel;Sehat;Pemulihan;Sakit;Cedera;'2-1
Wirawan/Arya;Dennis/Eka;Pemulihan;Sakit;Pemulihan;Pemulihan;'1-2
Wawo/Eka;Moel/Wirawan;Pemulihan;Sakit;Cedera;Pemulihan;'2-0
Angga/David;Arya/Wirawan;Sakit;Cedera;Sehat;Pemulihan;'1-2
Eka/Arya;Wirawan/David;Sehat;Sakit;Sakit;Sakit;'1-2
Angga/Moel;Arya/Wawo;Pemulihan;Sakit;Pemulihan;Pemulihan;'1-2
Wirawan/Eka;Wawo/Moel;Sakit;Sakit;Sehat;Cedera;'2-1
Wirawan/Angga;David/Arya;Cedera;Sehat;Cedera;Cedera;'2-1
Eka/Dennis;Wawo/Arya;Pemulihan;Pemulihan;Sakit;Sakit;'0-2
David/Arya;Dennis/Wirawan;Sehat;Sakit;Sakit;Cedera;'2-0
Wawo/Wirawan;Dennis/Arya;Pemulihan;Sehat;Cedera;Sehat;'1-2
Moel/Eka;Angga/David;Pemulihan;Cedera;Sakit;Pemulihan;'2-1
Angga/Arya;Wirawan/Wawo;Sakit;Sakit;Sehat;Cedera;'2-0
Moel/David;Wirawan/Angga;Cedera;Cedera;Sakit;Cedera;'2-0
Moel/Angga;Arya/Wirawan;Pemulihan;Pemulihan;Cedera;Sehat;'2-1
David/Moel;Eka/Arya;Pemulihan;Sehat;Sehat;Sehat;'1-2
Eka/Arya;Wawo/Moel;Cedera;Sehat;Sehat;Pemulihan;'2-0
David/Angga;Eka/Wirawan;Sehat;Sehat;Sakit;Pemulihan;'2-0
Dennis/David;Moel/Wirawan;Sakit;Sakit;Pemulihan;Sehat;'1-2
Eka/Moel;Dennis/Arya;Sakit;Sehat;Sakit;Pemulihan;'2-1
Moel/Arya;Wirawan/David;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-1
Wirawan/David;Wawo/Eka;Sakit;Sakit;Pemulihan;Sakit;'2-1
Wawo/Angga;Eka/Arya;Sehat;Sakit;Sehat;Pemulihan;'2-1
Dennis/Arya;David/Eka;Pemulihan;Pemulihan;Sehat;Sehat;'2-1
Wirawan/Moel;Wawo/Dennis;Sehat;Cedera;Pemulihan;Sehat;'2-0
Angga/Eka;Wirawan/Dennis;Cedera;Pemulihan;Pemulihan;Sehat;'1-2
Wirawan/Moel;Wawo/David;Cedera;Sehat;Cedera;Pemulihan;'0-2
Moel/Wirawan;Arya/Dennis;Cedera;Sakit;Cedera;Cedera;'1-2
Wirawan/Moel;Dennis/David;Sakit;Sakit;Pemulihan;Sehat;'0-2
Angga/Arya;Wirawan/David;Cedera;Cedera;Pemulihan;Sehat;'1-2
Angga/Eka;Dennis/Wirawan;Pemulihan;Sakit;Cedera;Sehat;'1-2
Eka/Angga;David/Moel;Cedera;Sakit;Cedera;Sehat;'2-1
Dennis/Wirawan;Wawo/Angga;Pemulihan;Cedera;Sehat;Sehat;'1-2
Wirawan/Arya;David/Wawo;Sehat;Sakit;Pemulihan;Pemulihan;'2-1
David/Arya;Dennis/Angga;Sakit;Sehat;Sehat;Cedera;'2-1
Wirawan/Arya;Dennis/David;Sakit;Sehat;Pemulihan;Cedera;'2-0
Wirawan/David;Eka/Dennis;Cedera;Pemulihan;Sehat;Sehat;'2-1
Wirawan/David;Dennis/Wawo;Sehat;Pemulihan;Pemulihan;Sehat;'1-2
Eka/Moel;Arya/Wirawan;Cedera;Sehat;Pemulihan;Sakit;'1-2
David/Moel;Arya/Wirawan;Sakit;Cedera;Sakit;Sakit;'2-1
Arya/Dennis;Wirawan/Wawo;Pemulihan;Cedera;Sehat;Cedera;'2-0
Moel/Arya;Wirawan/David;Sakit;Pemulihan;Cedera;Sehat;'2-0
Angga/Moel;Dennis/Arya;Cedera;Cedera;Sakit;Pemulihan;'2-0
Angga/Arya;Eka/Wirawan;Pemulihan;Cedera;Cedera;Sakit;'2-0
Angga/Wawo;Arya/Dennis;Pemulihan;Sehat;Sehat;Sakit;'1-2
Eka/Moel;Dennis/Wirawan;Sehat;Cedera;Cedera;Cedera;'2-1
Dennis/David;Wirawan/Arya;Pemulihan;Cedera;Sehat;Pemulihan;'1-2
Dennis/Wawo;Arya/Moel;Cedera;Sakit;Pemulihan;Cedera;'0-2
Angga/Dennis;Eka/Moel;Sakit;Pemulihan;Cedera;Sakit;'1-2
Moel/David;Dennis/Wawo;Pemulihan;Sakit;Cedera;Sehat;'0-2
Wawo/Moel;Angga/David;Pemulihan;Cedera;Pemulihan;Sakit;'1-2
Angga/Eka;David/Moel;Cedera;Pemulihan;Sakit;Pemulihan;'2-1
Angga/Moel;Wawo/Eka;Pemulihan;Sehat;Sehat;Pemulihan;'2-0
Angga/Arya;Wawo/David;Sehat;Pemulihan;Cedera;Sehat;'2-1
Wirawan/David;Wawo/Arya;Cedera;Cedera;Sakit;Pemulihan;'2-1
Dennis/Wirawan;Moel/Wawo;Cedera;Pemulihan;Sehat;Sakit;'2-1
David/Angga;Arya/Moel;Cedera;Pemulihan;Sakit;Pemulihan;'1-2
Wirawan/Wawo;Dennis/Moel;Cedera;Sakit;Pemulihan;Pemulihan;'1-2
Arya/Dennis;David/Moel;Sehat;Pemulihan;Pemulihan;Sakit;'1-2
Arya/David;Wirawan/Angga;Cedera;Sehat;Cedera;Cedera;'2-0
Arya/Angga;Eka/Dennis;Pemulihan;Pemulihan;Cedera;Sehat;'2-0
Wirawan/David;Dennis/Angga;Cedera;Cedera;Cedera;Cedera;'2-1
David/Angga;Wirawan/Eka;Sehat;Sehat;Sakit;Sehat;'2-1
Wawo/Arya;Eka/Dennis;Sehat;Sakit;Sakit;Sehat;'1-2
Arya/David;Eka/Moel;Sehat;Cedera;Pemulihan;Sehat;'2-0
Angga/Wawo;Moel/Arya;Sehat;Sakit;Sehat;Sakit;'1-2
David/Wawo;Angga/Wirawan;Sakit;Pemulihan;Sakit;Sehat;'1-2
Moel/Wawo;Wirawan/Angga;Cedera;Pemulihan;Pemulihan;Pemulihan;'2-0
Eka/David;Arya/Wirawan;Sakit;Sakit;Pemulihan;Sakit;'0-2
David/Arya;Wawo/Eka;Sakit;Sakit;Pemulihan;Sehat;'1-2
Angga/Dennis;Wirawan/Moel;Cedera;Cedera;Pemulihan;Pemulihan;'2-0
Dennis/Wirawan;Arya/Wawo;Sakit;Sakit;Sakit;Sakit;'2-0
Angga/Eka;Dennis/David;Pemulihan;Sakit;Pemulihan;Pemulihan;'1-2
Dennis/Angga;Wirawan/Arya;Sehat;Sakit;Cedera;Sehat;'2-1
David/Wawo;Wirawan/Angga;Sakit;Sakit;Cedera;Cedera;'0-2
Wawo/Eka;Wirawan/Dennis;Cedera;Pemulihan;Sehat;Sakit;'1-2
Moel/David;Dennis/Eka;Sehat;Cedera;Sakit;Cedera;'2-1
Angga/Eka;Wirawan/Wawo;Pemulihan;Sakit;Pemulihan;Sehat;'2-0
Wawo/Dennis;Angga/Eka;Sakit;Cedera;Sehat;Sehat;'2-0
Wawo/Eka;Moel/Wirawan;Sehat;Sakit;Sehat;Sakit;'2-1
Angga/Eka;Wawo/David;Sakit;Sakit;Pemulihan;Sakit;'0-2
Wirawan/Moel;Arya/Eka;Pemulihan;Sehat;Cedera;Sehat;'1-2
Moel/Angga;Wawo/Arya;Sehat;Cedera;Cedera;Pemulihan;'2-0
David/Moel;Wirawan/Eka;Cedera;Sehat;Cedera;Pemulihan;'2-1
David/Arya;Wawo/Angga;Sehat;Cedera;Sehat;Sakit;'2-1
Wirawan/Eka;Dennis/Arya;Pemulihan;Pemulihan;Pemulihan;Sakit;'1-2
Arya/Wirawan;David/Angga;Sakit;Sakit;Sakit;Pemulihan;'2-0
Wirawan/Angga;Wawo/Eka;Sehat;Pemulihan;Pemulihan;Sakit;'2-1
Angga/Moel;Eka/David;Pemulihan;Sehat;Pemulihan;Sakit;'0-2
Wirawan/Angga;Dennis/Eka;Cedera;Sakit;Sehat;Sakit;'1-2
David/Dennis;Arya/Eka;Cedera;Cedera;Sehat;Pemulihan;'0-2
David/Wirawan;Moel/Dennis;Sakit;Cedera;Cedera;Pemulihan;'2-0
Eka/Wawo;Arya/Angga;Sehat;Sehat;Sakit;Cedera;'1-2
Angga/Arya;Dennis/Wawo;Sakit;Sehat;Sehat;Sakit;'2-0
Wawo/David;Dennis/Arya;Sakit;Sehat;Sehat;Pemulihan;'0-2
Moel/Wirawan;David/Eka;Sakit;Cedera;Pemulihan;Cedera;'1-2
David/Wirawan;Wawo/Eka;Sehat;Cedera;Sakit;Cedera;'1-2
Angga/David;Wirawan/Moel;Pemulihan;Sehat;Sehat;Sakit;'1-2
Dennis/Wawo;Wirawan/Moel;Sehat;Cedera;Cedera;Sehat;'2-1
David/Dennis;Moel/Arya;Sakit;Sakit;Sehat;Sehat;'2-1
Eka/David;Wirawan/Arya;Sehat;Sehat;Sakit;Sehat;'2-1
Wawo/Wirawan;Moel/Arya;Pemulihan;Pemulihan;Sehat;Sakit;'2-0
Wawo/Dennis;Angga/Eka;Pemulihan;Sakit;Pemulihan;Cedera;'2-0
Dennis/Arya;Angga/Wirawan;Cedera;Cedera;Pemulihan;Cedera;'0-2
Moel/Eka;Wirawan/Dennis;Pemulihan;Sehat;Cedera;Sehat;'2-0
Moel/Angga;Dennis/Eka;Pemulihan;Cedera;Cedera;Sehat;'0-2
Wawo/Moel;David/Dennis;Cedera;Sakit;Sehat;Cedera;'1-2
Dennis/Eka;Wawo/Moel;Cedera;Cedera;Cedera;Cedera;'1-2
Eka/Wirawan;Angga/David;Cedera;Sakit;Sakit;Sakit;'0-2
Angga/Wawo;Dennis/Arya;Sehat;Sehat;Cedera;Cedera;'2-1
Moel/Dennis;Arya/Eka;Sakit;Sakit;Sakit;Pemulihan;'2-1
Moel/Wawo;Dennis/Arya;Sehat;Pemulihan;Sakit;Pemulihan;'2-0
Angga/Dennis;Wawo/Wirawan;Cedera;Pemulihan;Sehat;Sehat;'2-0
Eka/Angga;David/Wirawan;Sakit;Sehat;Pemulihan;Cedera;'1-2
Arya/Moel;Dennis/Angga;Pemulihan;Cedera;Cedera;Pemulihan;'0-2
Arya/Eka;David/Wirawan;Sehat;Cedera;Sehat;Cedera;'0-2
Wawo/Angga;David/Wirawan;Cedera;Sehat;Cedera;Sakit;'2-0
Angga/Wirawan;Arya/Wawo;Sehat;Cedera;Pemulihan;Cedera;'1-2
Angga/Dennis;David/Wawo;Pemulihan;Sakit;Sakit;Pemulihan;'2-0
Wirawan/Dennis;Angga/Arya;Cedera;Cedera;Cedera;Sakit;'2-0
Angga/Eka;Arya/Moel;Sehat;Cedera;Cedera;Sehat;'1-2
Dennis/Eka;Angga/Wirawan;Sehat;Cedera;Pemulihan;Sakit;'2-1
Angga/Arya;Moel/Dennis;Sehat;Sakit;Cedera;Cedera;'1-2
Wirawan/Wawo;Moel/Dennis;Pemulihan;Pemulihan;Pemulihan;Cedera;'1-2
David/Angga;Moel/Wirawan;Sehat;Pemulihan;Sehat;Sehat;'0-2
Moel/Angga;Wirawan/David;Sehat;Sakit;Sehat;Pemulihan;'1-2
David/Angga;Wirawan/Moel;Sehat;Sehat;Sehat;Sehat;'2-0
Wawo/Moel;Angga/Eka;Sakit;Cedera;Pemulihan;Pemulihan;'2-1
Eka/Dennis;Arya/Moel;Pemulihan;Pemulihan;Sehat;Sehat;'0-2
Eka/Wirawan;Angga/Arya;Cedera;Cedera;Sehat;Pemulihan;'2-1
Dennis/Angga;Wirawan/Arya;Sakit;Sakit;Cedera;Sehat;'2-1
Eka/Wirawan;Angga/Arya;Sakit;Cedera;Pemulihan;Pemulihan;'1-2
Wawo/Angga;Moel/Dennis;Sakit;Sakit;Cedera;Sakit;'1-2
Eka/Moel;Wirawan/David;Pemulihan;Sehat;Sehat;Sakit;'1-2
Angga/Arya;Wawo/Dennis;Sakit;Sehat;Sakit;Sakit;'2-0
Angga/Arya;David/Eka;Cedera;Sehat;Cedera;Pemulihan;'2-1
Moel/Dennis;Wirawan/Eka;Cedera;Cedera;Sehat;Pemulihan;'2-1
Wirawan/Moel;Wawo/Angga;Cedera;Sehat;Pemulihan;Sakit;'0-2
Dennis/Moel;Wawo/Angga;Sakit;Pemulihan;Sehat;Cedera;'2-1
Arya/Moel;Dennis/Wawo;Pemulihan;Sakit;Cedera;Pemulihan;'0-2
Angga/Wawo;Dennis/Moel;Sakit;Sehat;Pemulihan;Sehat;'2-0
Moel/Arya;Dennis/Wawo;Sehat;Sehat;Sakit;Sakit;'2-0
David/Angga;Wawo/Dennis;Pemulihan;Pemulihan;Sakit;Cedera;'2-1
Dennis/Moel;Angga/Arya;Sehat;Pemulihan;Sakit;Cedera;'2-0
Moel/Eka;Dennis/Angga;Sehat;Sakit;Sakit;Pemulihan;'2-0
Wirawan/Eka;Wawo/Angga;Sehat;Pemulihan;Cedera;Sehat;'0-2
Wawo/Moel;Eka/Dennis;Cedera;Pemulihan;Pemulihan;Sakit;'1-2
Eka/Wirawan;Dennis/Arya;Sakit;Pemulihan;Cedera;Sehat;'0-2
Arya/Moel;Eka/Wawo;Sehat;Sakit;Pemulihan;Sehat;'0-2
Wirawan/Wawo;Angga/David;Sehat;Sakit;Pemulihan;Cedera;'0-2
Wirawan/Arya;Eka/Dennis;Sehat;Pemulihan;Sehat;Cedera;'0-2
Wirawan/Moel;Angga/David;Cedera;Sakit;Cedera;Cedera;'2-0
Angga/Moel;Dennis/Wawo;Pemulihan;Cedera;Sakit;Pemulihan;'2-1
Arya/Angga;Wirawan/Moel;Pemulihan;Pemulihan;Sehat;Cedera;'0-2
Eka/Moel;Dennis/David;Sehat;Cedera;Cedera;Sakit;'2-0
Angga/Wawo;David/Wirawan;Pemulihan;Cedera;Pemulihan;Sehat;'2-0
Angga/David;Wawo/Arya;Sehat;Cedera;Pemulihan;Pemulihan;'2-1
Angga/Arya;Dennis/Wawo;Pemulihan;Sakit;Sakit;Pemulihan;'2-0
Dennis/Arya;Wawo/David;Pemulihan;Sakit;Sehat;Sehat;'2-1
Arya/Wawo;Eka/Moel;Pemulihan;Pemulihan;Sakit;Sehat;'2-0
Wirawan/Arya;David/Dennis;Sakit;Sehat;Sakit;Sehat;'0-2
Dennis/Angga;Moel/David;Sehat;Cedera;Pemulihan;Sehat;'0-2
Moel/Wirawan;Angga/Arya;Cedera;Sakit;Sehat;Cedera;'2-1
Arya/Angga;Dennis/Moel;Sehat;Pemulihan;Sakit;Pemulihan;'0-2
Wawo/David;Arya/Wirawan;Sakit;Sehat;Cedera;Cedera;'1-2
Angga/Eka;Wawo/David;Pemulihan;Pemulihan;Cedera;Cedera;'2-0
David/Arya;Wawo/Wirawan;Sehat;Sehat;Sehat;Sakit;'2-0
Eka/Dennis;Wirawan/Wawo;Sakit;Pemulihan;Sakit;Cedera;'1-2
Moel/David;Wawo/Angga;Pemulihan;Pemulihan;Sehat;Sehat;'1-2
Arya/Eka;Moel/Wirawan;Pemulihan;Sehat;Sakit;Pemulihan;'2-1
David/Moel;Arya/Eka;Cedera;Cedera;Sehat;Pemulihan;'2-0
Eka/David;Angga/Wawo;Sehat;Sakit;Pemulihan;Sehat;'0-2
Eka/Arya;Dennis/David;Sehat;Cedera;Sehat;Sehat;'0-2
Moel/Angga;Wawo/Wirawan;Cedera;Sakit;Pemulihan;Sakit;'1-2
Moel/Arya;Wirawan/David;Cedera;Cedera;Sehat;Sehat;'2-0
Wirawan/Moel;Eka/David;Sehat;Pemulihan;Sehat;Sehat;'0-2
Wawo/Wirawan;Eka/Angga;Cedera;Pemulihan;Sehat;Pemulihan;'2-0
Dennis/Angga;Moel/Wirawan;Sakit;Pemulihan;Cedera;Cedera;'0-2
Moel/Wirawan;Eka/Arya;Sakit;Sakit;Cedera;Pemulihan;'1-2
